timestamp,open,high,low,close,volume
2025-06-18 01:00:00,104842.78,105176.61,104680.0,104776.92,347.92348
2025-06-18 02:00:00,104776.92,105099.99,104695.82,104856.06,299.75201
2025-06-18 03:00:00,104856.06,105240.0,104849.13,105184.84,302.08543
2025-06-18 04:00:00,105184.84,105504.67,105074.25,105447.39,286.6217
2025-06-18 05:00:00,105447.53,105550.27,105375.05,105423.5,448.33108
2025-06-18 06:00:00,105423.51,105527.88,104859.18,104966.2,578.89056
2025-06-18 07:00:00,104966.19,105000.9,104713.24,104973.24,445.08193
2025-06-18 08:00:00,104973.24,105310.62,104756.33,104949.9,393.96563
2025-06-18 09:00:00,104949.91,105142.0,104565.0,104697.03,323.45218
2025-06-18 10:00:00,104697.02,104797.06,104175.87,104266.19,531.68147
2025-06-18 11:00:00,104266.18,104858.8,104192.46,104840.59,651.35695
2025-06-18 12:00:00,104840.58,104908.49,104474.81,104514.0,615.40924
2025-06-18 13:00:00,104513.99,104550.92,103814.04,104439.81,1121.40671
2025-06-18 14:00:00,104439.82,105325.83,104228.3,104619.88,1418.42072
2025-06-18 15:00:00,104619.87,104973.79,104150.13,104801.01,869.2412
2025-06-18 16:00:00,104801.01,104836.64,104334.78,104426.93,509.29545
2025-06-18 17:00:00,104426.93,104508.0,103615.33,104331.83,918.22252
2025-06-18 18:00:00,104332.0,104706.08,103586.0,103623.39,1023.7841
2025-06-18 19:00:00,103623.39,104437.7,103500.0,103808.41,839.17523
2025-06-18 20:00:00,103808.41,104988.88,103652.0,104822.33,628.82425
2025-06-18 21:00:00,104822.34,105139.87,104378.62,105085.5,574.55745
2025-06-18 22:00:00,105085.49,105138.0,104794.41,104815.23,257.38438
2025-06-18 23:00:00,104815.23,104956.74,104630.09,104886.78,187.15256
2025-06-19 00:00:00,104886.79,105226.17,104680.41,104944.06,534.37997
2025-06-19 01:00:00,104944.06,104964.02,104466.16,104599.25,386.57688
2025-06-19 02:00:00,104599.25,105000.64,104457.12,104722.51,325.08223
2025-06-19 03:00:00,104722.5,105114.45,104722.5,105100.02,233.06599
2025-06-19 04:00:00,105100.01,105111.37,104803.98,105073.52,300.10136
2025-06-19 05:00:00,105073.52,105220.0,104819.62,104892.86,274.94947
2025-06-19 06:00:00,104892.86,104989.34,104630.89,104707.94,280.44541
2025-06-19 07:00:00,104707.95,104848.49,104617.69,104642.85,276.76135
2025-06-19 08:00:00,104642.85,104986.13,104631.26,104746.12,291.39146
2025-06-19 09:00:00,104746.11,105030.0,104729.83,104994.0,284.66266
2025-06-19 10:00:00,104994.0,105073.53,104843.7,104913.19,199.62218
2025-06-19 11:00:00,104913.19,104913.2,104720.1,104776.23,173.90893
2025-06-19 12:00:00,104776.23,104917.05,104663.77,104752.6,249.90189
2025-06-19 13:00:00,104752.61,104785.15,104244.11,104283.33,413.67121
2025-06-19 14:00:00,104283.33,104690.47,104109.06,104148.6,435.78555
2025-06-19 15:00:00,104148.61,104443.94,104078.0,104096.93,496.14025
2025-06-19 16:00:00,104096.94,104425.15,103933.33,104001.13,377.21937
2025-06-19 17:00:00,104001.13,104814.73,103929.27,104521.31,684.04339
2025-06-19 18:00:00,104521.32,104694.01,104294.09,104392.53,296.18725
2025-06-19 19:00:00,104392.54,104464.29,104126.98,104250.44,266.773
2025-06-19 20:00:00,104250.45,104496.0,104150.0,104266.82,161.1343
2025-06-19 21:00:00,104266.83,104413.66,104228.53,104332.45,176.53959
2025-06-19 22:00:00,104332.45,104774.32,104332.45,104596.29,323.86777
