timestamp,open,high,low,close,volume
2025-07-03 15:30:00,109554.14,109632.37,109119.23,109294.36,237.46597
2025-07-03 15:45:00,109294.36,109300.0,109107.0,109127.84,118.87034
2025-07-03 16:00:00,109127.85,109367.29,109020.8,109330.21,184.65888
2025-07-03 16:15:00,109330.2,109330.21,109088.0,109173.78,104.85463
2025-07-03 16:30:00,109173.78,109398.68,109150.0,109369.83,114.70208
2025-07-03 16:45:00,109370.99,109683.19,109178.01,109288.46,180.53479
2025-07-03 17:00:00,109288.47,109559.49,109278.41,109559.49,174.30643
2025-07-03 17:15:00,109559.49,109655.7,109415.39,109455.99,125.94938
2025-07-03 17:30:00,109455.99,109556.0,109455.99,109546.29,40.28971
2025-07-03 17:45:00,109546.3,109626.93,109542.3,109556.0,70.16525
2025-07-03 18:00:00,109556.0,109721.51,109346.12,109457.7,128.31698
2025-07-03 18:15:00,109457.7,109620.29,109332.1,109620.28,47.20962
2025-07-03 18:30:00,109620.28,109650.0,109485.1,109599.19,73.95848
2025-07-03 18:45:00,109599.2,109678.76,109533.88,109678.75,35.48966
2025-07-03 19:00:00,109678.75,109855.01,109638.01,109807.01,109.07458
2025-07-03 19:15:00,109807.02,109910.1,109771.71,109877.99,90.15629
2025-07-03 19:30:00,109878.0,109878.0,109673.64,109831.3,70.69488
2025-07-03 19:45:00,109831.29,109831.29,109684.36,109803.41,138.08219
2025-07-03 20:00:00,109803.41,109906.41,109803.41,109824.95,48.15551
2025-07-03 20:15:00,109824.95,109918.0,109772.37,109880.02,61.3852
2025-07-03 20:30:00,109880.03,109923.07,109841.47,109905.43,28.92163
2025-07-03 20:45:00,109905.44,109947.11,109847.39,109947.11,49.47961
2025-07-03 21:00:00,109947.1,110000.0,109731.38,109780.64,75.30577
2025-07-03 21:15:00,109780.64,109879.23,109701.22,109768.85,54.40583
2025-07-03 21:30:00,109768.85,109802.25,109687.59,109789.98,70.11821
2025-07-03 21:45:00,109789.98,109833.78,109753.02,109788.0,61.83368
2025-07-03 22:00:00,109787.99,109874.69,109700.0,109700.01,58.13941
2025-07-03 22:15:00,109700.01,109736.73,109657.16,109692.64,42.63663
2025-07-03 22:30:00,109692.64,109780.0,109691.11,109721.22,60.75028
2025-07-03 22:45:00,109721.21,109731.67,109650.94,109699.17,33.67488
2025-07-03 23:00:00,109699.17,109820.0,109650.0,109662.83,54.02511
2025-07-03 23:15:00,109662.82,109662.83,109510.0,109600.0,137.51917
2025-07-03 23:30:00,109600.0,109611.0,109546.23,109567.98,28.17009
2025-07-03 23:45:00,109567.98,109610.93,109558.77,109584.78,42.25741
2025-07-04 00:00:00,109584.77,109626.92,109546.33,109617.65,59.75391
2025-07-04 00:15:00,109617.65,109625.49,109455.8,109495.73,78.20287
2025-07-04 00:30:00,109495.72,109708.04,109495.72,109659.99,48.93808
2025-07-04 00:45:00,109659.99,109703.82,109384.38,109478.94,47.85294
2025-07-04 01:00:00,109478.94,109610.76,109445.86,109568.19,41.62511
2025-07-04 01:15:00,109568.2,109767.59,109567.99,109638.91,77.4603
2025-07-04 01:30:00,109638.92,109711.54,109508.89,109518.48,47.67746
2025-07-04 01:45:00,109518.48,109548.48,109500.0,109500.01,41.79658
2025-07-04 02:00:00,109500.01,109500.01,109383.0,109415.08,57.61056
2025-07-04 02:15:00,109415.08,109431.5,109285.42,109358.87,55.79986
2025-07-04 02:30:00,109358.88,109367.18,109121.0,109121.01,103.9616
2025-07-04 02:45:00,109121.01,109266.94,109103.71,109180.54,85.25068
2025-07-04 03:00:00,109180.54,109257.22,109119.23,109200.01,104.85708
2025-07-04 03:15:00,109200.01,109373.08,109200.0,109359.82,44.7802
2025-07-04 03:30:00,109359.83,109359.83,109240.74,109288.73,71.67279
2025-07-04 03:45:00,109288.73,109288.73,109231.04,109235.57,35.48234
2025-07-04 04:00:00,109235.58,109295.63,109227.77,109254.72,57.7789
2025-07-04 04:15:00,109254.71,109329.6,109182.52,109198.79,46.69881
2025-07-04 04:30:00,109198.79,109198.8,109060.0,109071.99,115.42237
2025-07-04 04:45:00,109071.99,109072.0,108950.0,108982.59,144.22622
2025-07-04 05:00:00,108982.59,109159.25,108948.47,109106.0,98.54534
2025-07-04 05:15:00,109106.0,109159.18,108950.08,109103.87,78.41507
2025-07-04 05:30:00,109103.88,109204.08,109103.87,109130.0,77.35348
2025-07-04 05:45:00,109130.0,109140.2,108921.0,109012.0,91.07367
2025-07-04 06:00:00,109012.0,109028.98,108808.1,108819.62,112.05341
2025-07-04 06:15:00,108819.63,108946.75,108804.0,108917.15,61.71992
2025-07-04 06:30:00,108917.15,108987.95,108913.45,108930.19,61.32756
2025-07-04 06:45:00,108930.2,109026.0,108930.18,109025.99,44.80982
2025-07-04 07:00:00,109026.0,109144.33,108865.38,108894.0,102.92982
2025-07-04 07:15:00,108894.0,108935.85,108750.0,108750.0,116.61345
2025-07-04 07:30:00,108750.0,108927.19,108750.0,108855.39,190.25652
2025-07-04 07:45:00,108855.39,108870.77,108700.0,108700.0,209.83669
